Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cyprus,CYP,22383.96484375,23019.25,23604.189453125,23930.783203125,24799.6484375,25631.3671875,26395.50390625,27156.818359375,27449.2265625,26183.685546875,26090.048828125,25538.78125,24285.49609375,22711.71875,22373.578125,23088.44140625,24477.986328125,25666.00390625,26962.40625,28167.16015625,26895.68359375,29517.072265625,31370.55078125
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Czechia,CZE,12543.9364342367,12958.4667607533,13179.9878092741,13618.9349633164,14259.63342798,15147.7214417611,16107.3042502688,16892.542854974,17190.6470333289,16272.8084766719,16665.9317825137,16926.2846674435,16772.3539223328,16759.7808635642,17118.0425571578,17931.5987670768,18359.0978103904,19257.6930680911,19736.6295261285,20360.0599221814,19233.1469549829,20373.8783043424,20627.348651011
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Denmark,DNK,49266.9882757886,49557.1509962227,49624.5965359582,49708.0909084109,50956.3045398814,52015.1841169021,53823.1590295482,54113.9771471341,53572.5346568185,50635.9118061988,51209.4492757775,51667.5313210425,51470.689845427,51970.3909324806,52368.3625969272,53094.0133607574,54300.2039621991,55601.0145717787,56355.0733084714,57114.6227336347,55934.5555945523,59312.8158043771,59108.7449374068
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,2140.13769442336,2253.14082249768,2376.12554719873,2502.85181449431,2596.45134698268,2677.1650334451,2781.94350113484,2773.40661780097,2854.15987035097,2959.78673011268
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominica,DMA,6879.59737273918,6897.65674086518,6676.97271467957,7047.66189595946,7323.8530008275,7381.74728529453,7698.53701483824,8106.18951878325,8682.57378179773,8582.71481435718,8574.27308682238,8553.8384670104,8532.34388117289,8459.6586988024,8576.26367623609,8282.59874702141,8499.52291903149,7985.6341102129,8261.16492553236,8624.51695993537,7302.94454951254,7738.31730070386,8590.92209069816
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,4123.10573163115,4158.98430282429,4280.80182397408,4162.66686117661,4212.01044121773,4549.24957008857,4904.71715839398,5204.78500652254,5308.92664966814,5294.64953374426,5666.45633430206,5773.57403459156,5860.29893321013,6075.03399972737,6430.27811051339,6800.95309395474,7177.75376475488,7379.39978067137,7818.70593240469,8117.04639185786,7395.8734262396,8344.90510312395,8698.13592094395
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ecuador,ECU,3953.39879728357,4049.0001889951,4174.89793579965,4220.21298466638,4430.23717984188,4589.32849203452,4706.98056823816,4715.30359842555,4939.90215021789,4909.33681705683,5022.20374387205,5359.45724615639,5579.85624282158,5893.32172683036,6055.04172761485,5976.1596805651,5849.13587933672,6104.27253521751,6063.0956178776,5971.38938386723,5355.68934196443,5815.09477390949,6107.49495006543
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,2458.60835003016,2492.03441188721,2498.48121191713,2524.80477192682,2574.42341789124,2635.70305227819,2761.62410769792,2902.06559804963,3052.21297844721,3135.09661303014,3233.84521246786,3222.37650111856,3220.99194203067,3216.3783902629,3235.66246235257,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,El Salvador,SLV,2964.89346881406,2978.59734844669,3016.06307728602,3057.16467629097,3081.23629665234,3163.36118376833,3302.34817354347,3359.1623024135,3420.44927357444,3337.81150878211,3398.49346060363,3514.069144355,3601.44222914588,3665.1547327058,3713.94992016222,3790.34089108162,3875.84691357954,3954.84014277572,4046.16291720583,4143.11437097867,3808.53195436409,4247.54750394978,4355.96083888359
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,3839.08642737128,5882.85050306586,6604.00546310809,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,13048.0703050168,12627.862381545,10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eritrea,ERI,845.132430060544,893.268735439193,889.009113592982,830.379672282601,808.591420184592,809.794793468889,789.402432018085,789.072701743247,693.398874212494,702.430936480778,703.877374381654,751.374899794668,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Estonia,EST,10006.7696280939,10662.9455020331,11474.6622721923,12424.0441535693,13348.5284463324,14703.6179707772,16234.5152041417,17543.4661785723,16688.997772178,14274.8511086787,14657.939813612,15820.922342204,16460.6843479001,16809.5326683781,17413.6867560212,17722.1557669523,18264.9873304279,19270.8141210511,19914.3454922878,20579.8756732376,19946.945696898,21570.6658455268,21023.2994937246
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,2273.04683761056,2283.98316815361,2358.56935643468,2448.83792077995,2522.14342097167,2658.75180508187,2823.48728215402,2928.46845823015,2950.67334362132,2973.83456912379,3069.52175725884,3108.70225253092,3218.50138205493,3332.11983927912,3381.79292071291,3419.82276559528,3500.17688847942,3596.23605400492,3565.54285067501,3759.67106964666,3609.3669136859,3719.03838239806,3695.64957179548
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,247.505413659694,260.04231608135,256.066635883709,243.076666020009,267.923513391712,290.833381425059,313.013896721503,338.799064654308,364.642208155735,385.632419711374,421.898622378633,455.909628648555,481.639999909808,518.324662208106,556.362532243867,597.912113218663,636.835680951429,678.98541915757,705.96881207336,744.702789753973,768.705424485209,790.65701959778,811.177729326201
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,44623.0315871975,42378.2165335393,42333.5215714088,43946.251738291,47303.8655939098,50120.7530887167,52644.7898999399,52637.1903526574,52757.3960429144,53831.0294952424,54433.5931539501,56029.4991512974,54301.6594145787,56270.2511347442,57775.0758629956
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Fiji,FJI,3960.8890315,3998.79729208867,4086.10434130578,4087.72449101023,4264.59723774177,4255.45097421847,4295.40679748345,4223.44800626708,4240.77265686858,4164.29314800857,4272.359150902,4375.5808542034,4427.97844455038,4630.35126544718,4883.24300436251,5097.53106864695,5218.85823412748,5500.67840152349,5720.21447177109,5701.10435269432,4721.1228189763,4507.33353596072,5291.51693123572
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Finland,FIN,37872.6020343504,38784.1308115726,39343.0698997627,40038.9839702277,41521.962874476,42529.3506920884,44069.3958834717,46213.6898975737,46359.8732844055,42412.5133513534,43556.5385834368,44391.4535667984,43507.9345371578,42883.6384986417,42502.4880199858,42560.3456767103,43529.6761616969,44862.220404205,45337.2409550575,45898.5708448954,44690.9801103074,45792.0454180872,46016.1492103929
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,France,FRA,33255.1379642335,33640.6738002565,33753.5782979758,33840.6175720101,34557.1471111581,34946.0372494703,35645.4162427116,36322.1685141004,36257.3658930938,35052.8510772683,35578.1968010183,36269.9561530888,36161.2918253465,36256.086680981,36444.3949089146,36702.4323733379,36920.5342846914,37580.5979329356,38062.4435961412,38705.2072940618,35709.2045925926,38030.8571685178,38868.3303330557
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,22498.8285530328,22076.5919162624,21932.9195333418,22055.6419702196,21919.9410589378,21661.4244664054,21545.5997136473,21648.532237682,21493.4178311249,20499.7723032831,19913.0252687915,19241.6437951625,18968.4422157904,18930.1268887012,18928.1858620128,19166.9594761931,19516.0718353276,20287.7685831663,20674.4206829029,21289.8751241139,19026.790444196,19626.2332540206,20160.4994298379
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966528997,6479.04900690761,6527.48207900404
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979216316
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Georgia,GEO,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,35104.1308467844,35618.5143698493,35477.5151544301,35270.0227284267,35687.6378708542,36024.0947047021,37459.261328042,38593.0749910508,39009.8477636357,36940.4078672661,38526.7371042695,40722.4849268242,40834.5088218456,40884.8926759028,41602.4661281668,41929.7549110722,42516.9337063103,43543.4807050551,43905.8550061973,44235.2658954682,42372.8726784255,44011.0194631674,44817.1316331389
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ghana,GHA,1022.27520714566,1035.22666053257,1052.46591644399,1077.69990866645,1108.30475353633,1143.31178934301,1185.26570738595,1205.31705804209,1282.63416886747,1311.63053760125,1381.2279503506,1537.81834019283,1640.54072088003,1718.59704769958,1726.36930134647,1722.77282833606,1740.81101902928,1841.44636153249,1915.4532323781,1999.55372220211,1970.19411460398,2030.04866500967,2067.20895910766
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greece,GRC,18002.9064613985,18742.4235780691,19548.3677447396,20632.2557041942,21688.1050959558,21880.5265835801,23220.5324419197,23973.6936091313,23923.8800731311,22878.1346644397,21547.724178239,19448.255802525,17924.6620496886,17644.8766635021,17903.5252440012,17980.7298238137,18049.928997892,18352.0884461258,18769.0389621976,19216.6759579785,17486.951333323,19232.9683327114,20552.3223279685
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greenland,GRL,31623.0591501943,31914.1710964481,31483.6074780094,32787.9680355213,34961.9356097257,36681.8055890619,38828.8524943222,39896.875364094,42527.6668469766,42899.7441985862,43481.5161087805,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48169.9406957389,48709.9339758895,49679.3365414895
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Grenada,GRD,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8782.32193426078,9406.19337643226
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,29576.221681311,29685.9531745657,31483.8141949558,32520.3729565352,31242.462900947,31385.0475162113,31941.2706025874,31988.7229358255,32644.1484056205,32665.3787483379,33404.9317636913,34044.3190415455,34755.2691107298,35165.7014644795,35373.8483143417,35850.9025520506,35731.2203743081,36830.1264410973,32884.8852646787,33239.4846327875,34627.9862781837
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guatemala,GTM,3165.9323746889,3166.20351297452,3213.26837369582,3222.15468293683,3250.20406037693,3284.80971612832,3388.15003339926,3527.7782721364,3569.92861121538,3516.19227725255,3546.6258162259,3621.37409769184,3655.57315791242,3717.30462628413,3809.61587570091,3893.50533299068,3924.77894837098,3972.74057836068,4040.2121371198,4139.12203836307,4005.83911593999,4268.62858565412,4385.14891178047
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea,GIN,614.137235083638,628.320554864936,650.554963973291,644.071217908894,645.182843390689,651.359606871604,645.472001923653,673.698997420626,684.775780377366,660.756701330284,675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665,973.646890096159,987.502501465337
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,571.094015178625,585.837980688333,594.040535151552,579.092506821836,572.526464627294,595.94255560187,597.257151722046,597.482020935948,608.958620496925,608.202131879882,625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,663.242608032005,677.466131311367,686.456819839526,706.298562874985,710.275129060129,729.627090607537,752.901123263165
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guyana,GUY,3759.60789699989,3847.09461851367,3894.87107415198,3873.04123684261,3937.11435304522,3867.93308158647,4076.77981715707,4382.10449666813,4472.34517889699,4649.34144792756,4860.09110980566,5133.89539813637,5403.79899428921,5573.3421790463,5635.71704117947,5640.41560569466,5818.61682204646,5997.18271426826,6080.90612132746,6278.63054079553,9010.61000469878,10711.9973374148,17365.3336428642
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Haiti,HTI,1342.89490450523,1314.11419693969,1304.5293810385,1326.47161042212,1286.90282128221,1304.33303731231,1305.03813815611,1343.61111422048,1356.53400140048,1412.89653523429,1317.58389339746,1369.16921255852,1354.88546124499,1392.38204736859,1411.76834802154,1411.12684746796,1416.74881879698,1432.67228609541,1437.35251928349,1394.42114071112,1331.69778506932,1292.71954963551,1256.72143592448
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Honduras,HND,1789.47798512637,1789.18816032117,1807.97305547292,1842.29750018813,1908.90950050464,1975.85647913236,2056.53491469231,2134.19540639485,2175.14709403064,2076.30859895638,2108.47314459603,2144.56265540491,2188.39378817891,2205.40126728067,2229.24772232218,2271.20265980349,2315.72983058198,2383.37398439714,2430.13503657762,2447.61649282181,2189.43168668222,2423.76634916911,2482.22384904714
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,26933.2377453994,26885.4284833926,27210.0693480769,28097.108881817,30304.3126863152,32401.3907659685,34458.0498746756,36371.6859370268,36924.0883854556,35938.5902369431,38090.0213994329,39656.3392885062,39887.8339456509,40959.9813033996,41796.8681867763,42432.1619740441,43087.5455578429,44380.8100340362,45280.5079891951,44195.2768644431,41451.2981131333,44530.9262090583,43281.6852291306
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Hungary,HUN,8979.73578602949,9365.95393193015,9836.94065083321,10253.723920764,10786.4881991495,11272.7345428122,11734.4544729813,11791.7074416876,11929.7209867703,11142.885928524,11287.3686666108,11536.3578996772,11440.7622718825,11729.5720798501,12287.3779441033,12782.9412577973,13145.6559885563,13734.2442804335,14533.7783144312,15290.8085466331,14664.2971195385,15787.9535427563,16487.7973935944
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iceland,ISL,43472.3369863945,44545.9822640262,44389.5560505836,45088.9225976672,48101.7116286153,50674.4411254865,52306.1284689188,55457.3601417561,55360.8136015347,50581.0846203691,49528.4864575422,50058.8302502676,50375.4116888351,51696.0876528983,52102.5757919438,53505.6964079339,56049.2928648152,56657.9800285572,57731.6523401884,57118.8452718755,52464.3072858637,54285.0209153958,57606.8756094882
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,India,IND,756.704109527449,778.507377528365,793.615912906381,841.278894571674,892.596614581612,947.732565646672,1008.23275343783,1069.24696813025,1086.50605251513,1155.10163274172,1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878,1965.30943437506,2098.2112447615
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Indonesia,IDN,1828.10265968361,1868.59172307292,1926.37435868149,1991.91820506473,2065.70617470842,2155.4478015921,2244.0802226202,2355.1528565328,2464.60193418272,2546.21969707767,2670.8129098953,2799.62468790318,2930.518445323,3055.24246006469,3170.72103011429,3288.22269725538,3416.81005170972,3553.51999262321,3701.32155461912,3850.90321738979,3739.44906563161,3850.68877253903,4024.91225288391
